Week	entropy
166	3.44915386673
167	3.45443574289
168	3.46938228548
169	3.44955738821
170	3.43831613705
171	3.43430562218
172	3.4120029311
173	3.43805726726
174	3.45457528344
175	3.46207419384
176	3.4600492483
177	3.47684772576
178	3.4815946565
179	3.48203321463
180	3.45736760459
181	3.47378711621
182	3.47820970465
183	3.50553070904
184	3.4586047097
185	3.47375175418
186	3.46464659188
187	3.49447914953
188	3.50786820778
189	3.52738131656
190	3.48163130254
191	3.5391040879
192	3.53536440281
193	3.54579386
194	3.53716661336
195	3.52072141588
196	3.50679732356
197	3.46223468659
198	3.49435854257
199	3.55168013208
200	3.54931924457
201	3.53113798332
202	3.50314553607
203	3.50455138368
204	3.54265339532
205	3.53388319778
206	3.55509549879
207	3.5750833947
208	3.57728935806
209	3.56574235157
210	3.54005646459
211	3.56600276712
212	3.55589296233
213	3.57182944904
214	3.56193408359
215	3.5608367294
216	3.56959016946
217	3.55433073958
218	3.55840715283
219	3.57194092432
220	3.58162602997
221	3.57054011692
222	3.55715211177
223	3.56712762926
224	3.5525975633
225	3.51569026164
226	3.52094627756
227	3.53855542202
228	3.53562906602
229	3.51216478279
230	3.53905874025
231	3.56444310913
232	3.56914692877
233	3.56793389185
234	3.58502978596
235	3.57330892762
236	3.59051762225
237	3.59680280345
238	3.56096568411
239	3.55282024754
240	3.58815843816
241	3.55129644229
242	3.55105155185
243	3.583459818
244	3.56235416881
245	3.56965691129
246	3.56717674058
247	3.56335715176
248	3.57884617442
249	3.57624188482
250	3.57021829928
251	3.59190138492
252	3.57927091901
253	3.58171452396
254	3.55435877003
255	3.54332705286
256	3.58284748854
257	3.60366835117
258	3.60795701254
259	3.57202140607
260	3.60131859966
261	3.58312320047
262	3.58444747826
263	3.59694533364
264	3.60660005672
265	3.57875504522
266	3.58658896387
267	3.60800916149
268	3.61591924692
269	3.59558494336
270	3.59060873061
271	3.56529715522
272	3.59267141089
273	3.60692209814
274	3.60525052998
275	3.59643469984
276	3.59604024891
277	3.60055892048
278	3.59491943096
279	3.60668520256
280	3.58604591235
281	3.56461616194
282	3.59154437306
283	3.57079699855
284	3.60044585049
285	3.58379110227
286	3.58293713408
287	3.6006429932
288	3.59719339462
289	3.61253567482
290	3.62356514037
291	3.60722229022
292	3.62107099625
293	3.60215594305
294	3.61412883167
295	3.6094321287
296	3.59658832957
297	3.60235449128
298	3.59508803972
299	3.60291254726
300	3.62529267873
301	3.61414032607
302	3.60209111687
303	3.60173425775
304	3.62413799593
305	3.61088503255
306	3.58681298272
307	3.55219345844
308	3.60985605111
309	3.61764703054
310	3.62915227396
311	3.6098083253
312	3.62693040852
313	3.61643163821
314	3.60088279649
315	3.60304637232
316	3.617774212
317	3.62097317668
318	3.62018754435
319	3.6205810747
320	3.62055538106
321	3.60818316798
322	3.60628587748
323	3.61615946815
324	3.61744294026
325	3.61444881014
326	3.59330825117
327	3.60185868882
328	3.63914877801
329	3.61446386312
330	3.58514618536
331	3.61193868776
332	3.62484785054
333	3.61213662705
334	3.6183863067
335	3.62531817887
336	3.61264395798
337	3.6099568952
338	3.63360697472
339	3.63500149977
340	3.62566546626
341	3.65987665935
342	3.64975490817
343	3.63569317868
344	3.65230684456
345	3.63771084173
346	3.64229823004
347	3.62041612699
348	3.64962362391
349	3.63595845644
350	3.65380478545
351	3.63944549362
352	3.66591844837
353	3.65731679963
354	3.66347007474
355	3.65471166366
356	3.66301084824
357	3.65017926905
358	3.65004469746
359	3.60080695505
360	3.63014248389
361	3.65222623742
362	3.63698643721
363	3.637340132
364	3.66267370976
365	3.64148338654
366	3.67791706104
367	3.66929775305
368	3.67846846996
369	3.6850102928
370	3.67158112562
371	3.67935223103
372	3.66176763593
373	3.66329422722
374	3.67571200722
375	3.68835807137
376	3.68622213437
377	3.66344849991
378	3.66757220143
379	3.70136426948
380	3.67688410417
381	3.67418301313
382	3.66319453672
383	3.67568277199
384	3.66421363261
385	3.6612549275
386	3.68036158488
387	3.68083540049
388	3.66687867466
389	3.6644891682
390	3.66044045337
391	3.67911831454
392	3.68402287915
393	3.6643557673
394	3.65865522046
395	3.6550058563
396	3.67382091454
397	3.6648644652
398	3.65089672652
399	3.6651609339
400	3.65504888754
401	3.6480340313
402	3.67037464578
403	3.66775756881
404	3.66818023693
405	3.65439191233
406	3.67142595301
407	3.67984436942
408	3.66566782534
409	3.67899646136
410	3.67202405039
411	3.64607273371
412	3.66331223941
413	3.67414138544
414	3.67698180696
415	3.67161639764
416	3.68036994649
417	3.68885190689
418	3.68195960603
419	3.68620707741
420	3.68872354823
421	3.67166316424
422	3.6733218647
423	3.65572319897
424	3.68154041601
425	3.68514788769
426	3.67712158947
427	3.6887483659
428	3.68120851749
429	3.68652770653
430	3.6890543474
431	3.6858369236
432	3.69471645259
433	3.69751486596
434	3.67862799284
435	3.68880412094
436	3.68406358305
437	3.68545738749
438	3.69143022617
439	3.69378397228
440	3.70050593031
441	3.69866099186
442	3.70674385859
443	3.69848015493
444	3.6890887322
445	3.69722719396
446	3.68269797434
447	3.66342893104
448	3.68139991246
449	3.68613040746
450	3.68626196957
451	3.68622616935
452	3.67661706019
453	3.6840924626
454	3.67155929383
455	3.65687337831
456	3.6792009423
457	3.67015790685
458	3.6179475633
459	3.66468448587
460	3.6771536844
461	3.66630710917
462	3.66422836716
463	3.61548107213
464	3.64835397846
465	3.65755291178
466	3.6633340642
467	3.68256174103
468	3.6710151718
469	3.67455801584
470	3.67975035721
471	3.66811706475
472	3.67360109143
473	3.67941892658
474	3.69031043939
475	3.67797464266
476	3.68798096549
477	3.68520503154
478	3.68664627979
479	3.68671110575
480	3.69216015181
481	3.69290258102
482	3.69018962641
483	3.69487666972
484	3.67222954384
485	3.67608648281
486	3.68059818705
487	3.68445540757
488	3.69640310992
489	3.68924297066
490	3.68189456166
491	3.68226399366
492	3.68163476911
493	3.66596181741
494	3.67707171252
495	3.68724879687
496	3.68555090641
497	3.69555814402
498	3.70252415057
499	3.70768653503
500	3.42624189689
501	3.70595085806
502	3.68514118877
503	3.68371965604
504	3.6838020997
505	3.70487985766
506	3.70529399459
507	3.69374215996
508	3.71202412549
509	3.69020375068
510	3.7119725244
511	3.72474044499
512	3.70192289877
513	3.7022576605
514	3.70435201035
515	3.67267181353
516	3.67983340153
517	3.70942247901
518	3.69735921879
519	3.72888769767
520	3.70809094363
